RA_ICRS;DE_ICRS;Plx;pmRA;pmDE;Gmag;BPmag;RPmag
deg;deg;mas;mas/yr;mas/yr;mag;mag;mag
---------------;---------------;----------;---------;---------;---------;---------;---------
001.10707616646;-31.21140416420;    0.8286;    1.614;    2.920;19.619690;20.506067;18.720074
001.09456200876;-31.21275848640;    0.9044;   12.250;  -16.150;17.418068;18.209400;16.573235
001.08569976957;-31.20997960843;    1.9631;  -16.573;  -20.774;17.707365;18.850412;16.657791
001.11080546514;-31.19487970335;    0.4433;    5.357;    0.733;16.357613;16.705875;15.852488
001.15478191868;-31.16206834088;    2.8536;    1.227;   -5.643;20.687141;20.476828;20.105804
001.15256738695;-31.16906000296;    1.7400;   12.397;   -1.349; 8.563841; 9.196371; 7.800432
001.15018039929;-31.17146442220;          ;         ;         ;20.995240;19.307238;17.721891
001.16109272408;-31.16379231159;          ;         ;         ;21.328344;19.129480;17.681343
001.11008868258;-31.17710690854;    1.3385;    3.633;   -0.914;20.136646;20.733230;19.179855
001.14015294333;-31.15810849587;   -0.0234;   -0.103;   -2.621;18.806345;19.147684;18.386116
000.98141261530;-31.28524950761;    0.0183;    2.475;   -7.677;17.982897;18.478483;17.474113
000.98092054664;-31.28181107691;          ;         ;         ;20.351957;19.023740;17.610960
000.98790420339;-31.27163296300;    0.1300;   -5.854;  -24.444;17.765226;18.100018;17.326756
000.99388165741;-31.26862141667;    6.1849;  -32.236;  -51.040;17.902271;19.623936;16.591854
000.98908320853;-31.26333479750;    1.9028;    7.307;   -4.049;16.526987;17.524250;15.555295
000.99419436617;-31.26807991000;    6.0869;  -32.615;  -52.314;16.859640;18.412102;15.587996
000.95763724028;-31.24943450031;          ;         ;         ;20.870615;20.924137;20.151825
000.93441692120;-31.26204938644;          ;         ;         ;21.452423;20.260866;18.472954
000.95621476802;-31.23798358647;    1.2819;    0.238;   -7.473;19.657612;20.926012;18.455042
000.95282291985;-31.22744072198;    1.1253;   -1.233;   -2.038;20.653006;20.752825;20.444050
001.03108738313;-31.23311850039;          ;         ;         ;21.323868;20.746283;19.155650
001.02380007571;-31.22310417666;    0.3438;    8.144;   -6.419;18.559397;18.797598;18.147318
001.03571415626;-31.22123876610;    0.2128;    6.185;   -6.281;18.205063;18.854977;17.449142
001.03985787026;-31.20733653479;   -1.1659;    3.409;   -1.977;20.280127;20.982190;19.341982
001.01205882029;-31.21349192543;    0.9217;   -6.546;    4.005;18.182854;19.056023;17.308638
000.99156442728;-31.21831860280;    1.3510;  -10.130;  -12.626;19.831936;21.089550;18.695307
000.99249195424;-31.21053472166;   -0.4948;    8.846;   -6.753;20.157970;21.159700;19.131557
000.96825485147;-31.21364884600;    1.1571;   11.741;  -14.528;16.046204;16.606613;15.355107
