RA_ICRS;DE_ICRS;Plx;pmRA;pmDE;Gmag;BPmag;RPmag
deg;deg;mas;mas/yr;mas/yr;mag;mag;mag
---------------;---------------;----------;---------;---------;-------;-------;-------
133.58524402916;+10.70732042334;    0.2246;   -5.558;    0.912;20.6881;21.1263;19.5156
133.60413679361;+10.70794203762;    0.5139;   -4.069;   -2.481;19.3951;20.1631;18.4441
133.58635486163;+10.71299560673;    0.1785;    1.597;   -3.450;15.7660;16.2672;15.1146
133.61828163771;+10.72252493323;    2.1550;  -16.846;  -22.122;19.6919;21.1153;18.4213
133.60602335299;+10.72591669644;          ;         ;         ;21.2130;       ;
133.60624116327;+10.72789328466;    0.9642;    1.064;   -5.091;16.8372;17.4479;16.0887
133.59795673824;+10.73054387968;    0.9644;   -0.887;    2.150;14.2942;14.6863;13.7534
133.61907812004;+10.73018889890;    3.9285;   10.143;  -10.680;20.5653;21.0195;19.7729
133.60722006717;+10.72559544154;    0.1627;    2.515;   -1.904;19.9736;20.7120;19.0378
133.60455530260;+10.72513635204;          ;         ;         ;20.8103;21.3938;19.4628
133.62704802533;+10.74144677338;    0.8666;   -3.189;   -6.056;17.7499;18.6120;16.8238
133.63131346489;+10.76023412485;   -0.0506;   -4.223;    1.629;20.2809;21.0566;19.1350
133.55241286467;+10.71631076763;    1.9460;    6.321;  -13.512;19.9558;21.0375;18.8083
133.54375664523;+10.72189575055;          ;         ;         ;20.8302;20.6585;20.0280
133.55514820496;+10.72355558870;   -0.3807;   -0.818;   -1.562;19.7320;19.8441;19.3184
133.56150066550;+10.71690481607;    1.7798;   -2.258;  -20.943;18.7437;20.0606;17.5184
133.53801025377;+10.71313873143;          ;         ;         ;21.0453;       ;
133.55429555493;+10.72915491992;    1.6898;    2.455;  -19.161;18.4598;19.8628;17.2962
133.56452023348;+10.72554231262;    0.8835;  -20.950;   10.243;18.8066;19.7938;17.6992
133.55618553898;+10.73418136817;    0.2106;   -5.619;   -5.605;19.3914;19.8124;18.6406
133.57184196078;+10.74469368187;    0.3343;   -1.521;   -2.208;16.2394;16.5634;15.7504
133.57388967629;+10.74435396913;          ;         ;         ;21.2543;       ;
133.57946825503;+10.73137383595;    0.6154;   -0.683;   -0.605;14.1692;14.6445;13.5463
133.55632749636;+10.73363984643;          ;         ;         ;20.9753;       ;
133.50950522370;+10.73271916176;    0.1303;   -6.807;  -12.695;19.9714;20.6516;19.1248
133.51577194188;+10.73285875730;    2.4135;    8.182;    0.852;20.6384;21.2649;19.4058
133.52252246871;+10.73403333783;          ;         ;         ;21.0363;       ;
133.51833514615;+10.73178993111;    1.1462;   -9.682;   -7.564;19.1428;20.3267;17.9967
133.52911242444;+10.73526282161;    1.4401;    4.127;    5.487;19.3116;20.4665;18.1937
133.54928887381;+10.75211138172;   -1.0440;   -4.348;    0.511;20.4490;20.9065;19.4662
133.55169682287;+10.75201677000;          ;         ;         ;21.2830;       ;
133.55307630779;+10.76574626464;    0.8297;   -2.411;    0.024;17.6700;18.2594;16.9569
133.55419838870;+10.76210868730;   -0.0266;   -1.158;   -5.368;19.1168;19.7854;18.3084
133.59917130408;+10.74838132718;    0.1299;   -4.084;   -9.934;20.6724;21.0323;19.8871
133.60176868491;+10.75140497424;    0.0082;   -0.803;   -5.971;20.0880;20.7672;18.9187
133.60554606223;+10.75258264095;    0.6136;   -4.774;   -1.708;15.9279;16.3712;15.3315
133.59550185457;+10.74681848591;    0.1824;   -1.328;   -1.367;19.8184;20.4483;18.8771
133.63203209701;+10.77245810683;    0.8906;    2.703;    0.109;20.5362;20.5042;19.8051
133.62358348317;+10.77644190078;    1.3968;    4.952;  -12.056;20.7890;21.1019;19.5558
133.62034926096;+10.76643256393;    0.2223;   -0.236;    1.828;17.8145;18.2957;17.1665
133.62881822577;+10.76891390969;    0.9515;   -4.324;    1.464;16.7654;17.4205;15.9934
133.60481956266;+10.76736594538;    0.1522;   -1.948;  -10.532;17.7926;18.3156;17.1106
133.60660996370;+10.75868919702;   -0.0838;   -6.450;   -2.805;19.1941;19.7854;18.4395
133.56456651086;+10.77238122716;          ;         ;         ;21.3619;       ;
133.57027317187;+10.77233271981;    0.0626;    3.745;   -0.421;20.3931;21.0016;19.2770
133.57305646686;+10.77094323391;    0.7845;    1.699;    2.813;18.9219;19.6674;17.9993
133.57114750059;+10.75881840435;    0.8638;  -11.807;   -6.590;19.5313;20.6095;18.3386
133.58437686898;+10.78201046816;          ;         ;         ;21.2359;       ;
133.60152902001;+10.79869216509;    2.7576;   -3.663;  -31.517;19.0684;20.5901;17.8057
133.60185048468;+10.78479752616;   -0.2055;  -12.840;  -12.295;18.8851;19.2886;18.2130
133.59456487501;+10.79102738746;    0.8623;    0.529;    7.804;19.4439;20.3169;18.3275
132.52984034464;+10.50570717600;    1.6094;  -13.858;  -15.184;11.9914;12.5189;11.3382
132.46983801429;+10.51386984908;    3.4473;  -15.004;   -3.255;20.4593;21.4601;19.1057
132.48968428904;+10.52559781908;   -0.6362;   -3.640;    3.667;20.5571;21.4069;19.3220
132.50406746671;+10.51622717993;    1.0278;  -19.297;   12.607;18.1588;18.8020;17.4161
132.49920462582;+10.52999997729;    0.6967;   -4.651;   -3.070;19.7099;20.1234;18.8123
132.49355573146;+10.52424165129;   -0.7944;    0.095;   -3.125;20.0042;20.9268;18.9486
132.51269950773;+10.52409825533;    1.5303;  -20.898;    0.173;16.8182;17.6210;15.9448
132.47751202450;+10.51939692561;    1.3021;   -5.656;  -15.081;14.9137;15.3189;14.3504
132.49561014627;+10.53579649477;          ;         ;         ;21.0621;       ;
132.46886420698;+10.52341139376;    0.5918;   -2.602;    2.944;17.3930;18.0242;16.6477
132.46228235714;+10.52554309672;    0.9137;   -0.152;   -2.556;19.1591;20.0906;18.1800
132.45456877038;+10.51875432119;    0.5476;   -0.074;   -1.136;14.4451;14.9546;13.7966
132.48844863905;+10.53989251374;   -0.0217;    0.161;   -4.838;18.2748;18.6670;17.6973
132.46895440906;+10.54549589843;          ;         ;         ;17.6707;17.3758;15.8470
132.48813646592;+10.54645575055;    1.1474;   -4.166;  -13.686;14.4639;14.7983;13.9657
132.46706120132;+10.52826184952;    0.3203;   -1.085;   -1.156;18.7527;19.2184;18.1755
132.42257998224;+10.54225606918;    1.0978;    3.239;    3.431;18.6126;19.3654;17.8210
132.41523010717;+10.54489972054;    0.1201;   -0.908;   -0.046;19.7741;20.1366;19.3369
132.42674825180;+10.54848312222;    0.8627;   -0.378;   -0.747;20.2188;20.7145;19.5182
132.43024479538;+10.54973983696;          ;         ;         ;20.6520;20.5825;18.9890
132.42272398155;+10.55118416009;    1.0655;    0.854;   -4.840;20.8430;20.9811;19.5795
132.43266941541;+10.52579499136;          ;         ;         ;20.8333;21.3948;19.8558
132.43771222706;+10.53843157318;          ;         ;         ;21.0593;       ;
132.46223472022;+10.55482562495;    0.3855;   -2.986;   -2.726;18.3459;19.0782;17.4892
