RA_ICRS;DE_ICRS;Plx;pmRA;pmDE;Gmag;BPmag;RPmag
deg;deg;mas;mas/yr;mas/yr;mag;mag;mag
---------------;---------------;----------;---------;---------;-------;-------;-------
098.15321242224;+20.30587641375;    1.4551;  -10.951;   -8.497;15.5113;16.1199;14.7771
098.15291152549;+20.29969168310;    0.2589;   -0.740;   -1.094;17.2098;17.6425;16.6124
098.15214414318;+20.29790232941;    0.2591;    0.097;   -0.088;17.6034;17.9792;17.0142
098.13604012716;+20.30080289991;    2.0847;   -0.156;   -3.418;20.1834;21.8706;18.9047
098.17901549865;+20.32117352720;    0.2753;   -1.100;   -1.193;19.0202;19.6750;18.2171
098.16342430458;+20.32188633557;    1.0683;    2.885;   -2.638;20.5148;21.4893;19.5041
098.18387365814;+20.31989908597;    0.1330;   -4.078;    1.472;20.6593;21.2588;19.4476
098.17207263132;+20.33987725253;    0.6762;    1.353;   -2.691;19.7892;20.5533;19.0329
098.16995651964;+20.32032394679;    0.4415;   -0.106;   -2.484;18.7263;19.3893;17.8932
098.16937602920;+20.32452758386;          ;         ;         ;21.0598;       ;
098.18097028935;+20.31638794105;    0.2774;    1.196;   -1.075;16.2971;16.9111;15.4962
098.17212826971;+20.32117682182;    0.2332;   -0.092;   -1.767;15.8663;16.0733;15.5166
098.17324065412;+20.34003078342;    0.5245;    0.360;   -1.789;18.4494;19.0408;17.6835
098.16918267294;+20.32291007556;   -0.5862;   -0.566;   -2.730;20.5094;21.2687;19.6304
098.16307491070;+20.32696153580;    0.5132;    0.890;   -5.777;19.6199;20.9447;18.5119
098.16576326474;+20.33146728408;    0.5896;   -1.155;   -2.606;15.9232;16.3769;15.3075
098.18004648438;+20.32006573150;    0.2199;   -0.403;   -0.949;18.2191;18.5745;17.5462
098.17072260886;+20.33233413673;    1.4128;   -2.592;    0.690;19.8792;20.6377;18.9614
